     TIC_ID            APOGEE_ID        GAIA_SOURCE_ID   APOGEE_TEFF   APOGEE_TEFF_ERR   APOGEE_LOGG   APOGEE_LOGG_ERR           GAIA_PARALLAX    GAIA_PARALLAX_ERROR        J   J_ERR        H   H_ERR        K   K_ERR              M_H          ALPHA_M   numax_COR   numax_err_COR   dnu_COR   dnu_err_COR   numax_BHM   numax_err_BHM    dnu_BHM   dnu_err_BHM   numax_A2Z   numax_err_A2Z   dnu_A2Z   dnu_err_A2Z  
  382526369   2M07504279-6413068   5287838463528162560     4630.8345          79.91383     2.4655647        0.05849716      0.4522789227223472   0.021322525396235772   10.955   0.027   10.364   0.023   10.212   0.022      -0.01439355     -0.014367001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  382517899   2M07500331-6412392   5287844712702442880     4197.4517          69.19935     1.6916776       0.051045794      0.8170093466568282     0.0492349114969728    8.237   0.027    7.519   0.036     7.33   0.021       0.11833845         0.022007       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  382436725   2M07492565-6413254   5287845060597869952     4566.9297          75.77358     2.4635708       0.028383188      0.6524153197471866    0.02037068519988614   10.163   0.026    9.579   0.026    9.363   0.019       0.29896846      0.004627999       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  281633603   2M07481429-6412243   5287847500139205376     4882.7744          93.23728     2.7907522        0.06698617      0.4563486597357699    0.02031865611544613   11.074   0.026   10.499   0.023   10.392   0.021      -0.32309154         0.034319       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  382517823   2M07493179-6407309   5287848732791174784     4216.1206          73.78388      1.504647       0.059591893     0.16663781504908748   0.022170694340732076   10.534   0.026    9.802   0.027    9.587   0.025      -0.44469154         0.071129       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  382517806   2M07501495-6406169   5287851932545505792      4633.905         91.226006     2.6170976       0.061555456      0.4015248722425448   0.013034211053732758    11.61   0.024   10.986   0.024   10.864   0.022      -0.32193154         0.159559       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  382572987   2M07531820-6406149   5287930925584689792     4766.5674         86.714386     2.7023578        0.06655841       1.163502970174808    0.02821388566216002    9.645   0.026     9.07   0.023    8.954   0.021      -0.36714154         0.080739       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349573516   2M07260857-6443365   5288355818108638720     4789.8257          83.62934      2.516025        0.03726673      0.6716643442828254   0.022234985041165417    9.853   0.024    9.279   0.022    9.122   0.023       0.06265845        -0.016945       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349676852   2M07295992-6425494   5288389490652171392      4333.202         73.952675     1.9014827        0.05632394     0.23747216225027484   0.020600269525530342   10.778   0.024   10.097   0.026    9.893   0.021      -0.13314155      0.040347002       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349676865   2M07295703-6424439   5288389696810601984      4649.025        118.153885     2.2500863         0.0370679      0.4347442990827065   0.019537206558953045   11.011   0.024   10.434   0.024   10.303   0.024      -0.36340156      0.057054996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349761784   2M07300301-6421051   5288391002480635136     4695.8604           93.2151     2.6901858       0.058143288      0.6130451478559256   0.020602795306987425    10.91   0.024   10.331   0.025   10.177   0.023      -0.07779955      0.024919998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349676958   2M07294141-6417188   5288395297447867392      4068.706          78.13559     1.5184526       0.054777686      0.1385747707236015   0.012495266066899163   10.974   0.022   10.196   0.022    9.992   0.021      -0.38353154         0.210059       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349409474   2M07215341-6225331   5291830687168385024     4893.4087          98.30259     2.4385397       0.044707436     0.39038015361487205   0.023265972779891175   10.991   0.021   10.452   0.024    10.33   0.021      -0.28031155      0.052851997       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349413684   2M07231097-6227312   5291841338687001600      4162.739          69.47966      1.601658       0.052539546     0.40670809556701515    0.01988369558809065     9.41   0.022    8.648   0.046    8.441   0.021      -0.01937455      0.049333997       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349482469   2M07234009-6223406   5291843434631074304     4875.9844         100.95473      2.435481       0.044061348      0.4922921424343719   0.016333361341077202   11.263   0.023   10.698   0.022   10.566   0.022      -0.24282154      0.061316997       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349409456   2M07220563-6227018   5291853811272321152      4904.728         89.076775     2.5112023       0.043591782      0.6825981895044377   0.021641856227257526    9.785   0.023    9.217   0.022    9.111   0.025      -0.17706154         0.016433       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349413599   2M07223493-6221255   5291854738985319552      4685.141         78.428276     3.0450563        0.05389511      1.5917769433675975    0.02065888819343752    9.552   0.024    8.996   0.022    8.846   0.021       0.34663844         -0.01142       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349413493   2M07224509-6214383   5291860511421363840     4336.1157          73.98304       1.92316        0.05629598     0.36481354267878024   0.018348716291236796    9.946   0.022    9.252   0.022    9.056   0.021      -0.12878154         0.025415       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349518801   2M07245692-6205375   5291868242362343808      4776.828         102.18938     2.8238885       0.057851303     0.48057085634508134   0.012962127158757648   11.563   0.022   10.983   0.025   10.864   0.025      -0.05923355      0.022769999       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349645718   2M07282030-6208420   5291902460364189824     4264.8745          71.18768     1.9225229       0.052963827       0.621243372402069     0.0276078040654507    9.757   0.024    9.013   0.023    8.847   0.023       0.03826845      0.092888996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349641698   2M07273389-6210524   5291943077872023040     4069.2017         75.503654     1.5571946       0.053246528     0.18209569781213927    0.02093542780834769   10.696   0.024    9.929   0.027    9.743   0.023      -0.25243154       0.22428899       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349641829   2M07271763-6202150   5291948541070759808     3979.3394         68.533295     1.1191255       0.055918083      0.1491296753081399   0.022943083857728794   10.229   0.024     9.41   0.022    9.177   0.019      -0.41004154         0.086609       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349678880   2M07293289-6153366   5291953729391300736      4466.087         78.320755     1.8802748        0.06081334      0.5082354906605386     0.0183432867528651    9.261   0.021    8.532   0.038    8.375   0.021      -0.30588156      0.089898996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349645503   2M07285687-6154256   5291956168932710528     4830.9004         102.16614     2.8798008        0.05824288      0.5583414105632869   0.013323167407638349   11.381   0.021     10.8   0.024   10.671   0.021      -0.01527055      0.009797998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349678913   2M07292259-6151011   5291956920549488768      6131.881          153.6405     3.6691191        0.07613069      0.9084378336459165    0.01990318553847888   10.901   0.021   10.639   0.023   10.531   0.021       0.06220845         0.068429       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349571368   2M07262472-6156268   5291963380180307584      4611.513          75.93385     2.7095683        0.05183783      0.5869750665519323   0.025170992611794243   10.478   0.024    9.897   0.023    9.718   0.023       0.42103845     -0.014041001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349571280   2M07265779-6150359   5291965716642510848     4869.3687        101.511154     2.7814655       0.067639336       0.658746600425504    0.02437433665669339    10.93   0.023   10.431   0.023   10.298   0.019      -0.46232155      0.047514997       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349571275   2M07262618-6149567   5291966438197016448      4607.209          79.06025     2.4718668       0.057715964       1.218306753201152   0.019138437224912597    8.943   0.027     8.31   0.031    8.183   0.031       0.01307245     -0.003080001       42.72            0.92      4.55          0.01       42.77            1.53    4.53344     0.0765148     -9999.0         -9999.0   -9999.0       -9999.0  
  349571262   2M07263980-6148457   5291966850513875712     4448.6807           78.6983     1.9873425       0.062141467       0.520783313531789   0.019431865502803913    9.481   0.023    8.811   0.055     8.61   0.019      -0.40165156         0.073529       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349645382   2M07283915-6147022   5291969736731896960      4653.091          97.09888      2.373784       0.033634488      0.3229023841351557     0.0119326335344871   11.404   0.021   10.777   0.025   10.614   0.021       0.10594845         0.016799       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349645298   2M07283608-6140503   5291974482673200768       4591.07          98.08501      2.149881       0.062805206    0.040275587374158595   0.038637456562362525   11.456   0.023   10.813   0.028   10.643   0.023      -0.51602155         0.066475       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349645234   2M07285026-6136120   5291975543527676416     4835.3086         100.69727      3.150793       0.056157567      0.9737756464108249    0.06765091379816554   11.095   0.024   10.526   0.027   10.378   0.023       0.12765846         0.011457       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349679149   2M07295112-6132552   5291998843727867008     5054.5117          92.51488     2.7419982       0.050453007      1.3029956453774958   0.028458254766621397     8.15   0.027    7.676   0.031    7.496   0.029      -0.05622355        -0.016928        65.7            1.13     5.549         0.012       64.23           2.935    5.55943     0.0910801       64.65             4.1      5.68          0.17  
  349682016   2M07300938-6128355   5292001278971712384      4707.309          81.79041     2.7067177        0.05559756      0.7495308662769581    0.01955392523487626   10.152   0.024    9.571   0.025    9.388   0.023       0.22506845        -0.026881       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349309423   2M07185800-6211487   5292041896479714560      4149.502          70.10023     1.5164405       0.054132693     0.16448932430820773   0.022326966282930016    10.79   0.023   10.049   0.023     9.84   0.021      -0.14249155         0.062063       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349309398   2M07185157-6209538   5292042927272023040      4661.373         86.838066     2.5091157        0.05849479      0.5492412487143602    0.02184503151934093   10.851   0.024   10.242   0.025   10.098   0.023      -0.06504055      0.024810001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349309371   2M07190524-6208128   5292043064710804352       4618.23          80.14162     2.7181828       0.059387002      0.6419367067008483   0.020999767609903484    10.78   0.023   10.189   0.022   10.059   0.023      -0.08345155      0.116018996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349413378   2M07223104-6205502   5292052960315678336     5062.7695         95.795235     2.5410318       0.053092495      0.5686554456022257   0.018058386975515768    9.663   0.022    9.221   0.022    9.053   0.019      -0.36932155         0.087689       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349518570   2M07241735-6149318   5292063165157529472     4043.0513           70.2347     1.3695576       0.057568405     0.31241874203388054   0.020378064403248568    9.467   0.025    8.689   0.027    8.469   0.023      -0.46412155         0.229219       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349374677   2M07205625-6202583   5292065188084717824      4971.878          92.34361      2.983026        0.06912273      2.1133106256122054   0.019238993413439424    9.264   0.023    8.718   0.036    8.601   0.019      -0.30876154      0.024372999     -9999.0         -9999.0   -9999.0       -9999.0     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  349482954   2M07231877-6146571   5292074641310128256      4434.709         102.52693      1.532695        0.07174231     0.08900247760416939    0.01618622744019789   11.686   0.024   10.957   0.022   10.831   0.021       -1.1742616         0.194539       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349309222   2M07184406-6154275   5292096528463910656      4793.211          84.00628      3.166811        0.05642978      1.0120350535844513   0.017632561781206164   10.959   0.023   10.443   0.022   10.317   0.021       0.25226846     -0.006178001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349371535   2M07193208-6146187   5292110817818329088      5018.424          90.07016     3.3433247        0.06297167      1.4679786425207508   0.016892850915932543    9.936   0.021    9.468   0.024    9.335   0.023       0.08702045     -0.024186201       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349410043   2M07215055-6141371   5292120820798454784     4839.1865        105.937416     2.9944623       0.059223324      0.4729956854061796   0.016704077385412696   11.902   0.022   11.369   0.024   11.214   0.019      -0.09952355    -0.0056069996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349483158   2M07235438-6132557   5292128551739612416      4573.885          85.29156     2.5562952        0.05292274      0.6370670282987151    0.02093872595843871   10.729   0.024   10.134   0.028    9.974   0.023       0.18304846        -0.005933       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349374407   2M07202053-6139141   5292135836004207232     5056.8887          95.29231       3.19815        0.07120289      2.6533186006660263     0.0199291257400759    8.921   0.035    8.415   0.038    8.299   0.026      -0.33720154         0.041042     -9999.0         -9999.0   -9999.0       -9999.0        7.78            1.93     1.1837           0.0     -9999.0         -9999.0   -9999.0       -9999.0  
  349374335   2M07202840-6133081   5292139576920023040     4031.3765          69.14918      1.353127       0.055655725     0.16736048577168633   0.021758721407573192    9.954   0.026    9.154   0.023    8.933   0.019      -0.34775156       0.22500901       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349410198   2M07213885-6130083   5292144151060775168      4517.957          74.05225     2.4305415       0.026776377      1.8678082141685033   0.025950119796085653    7.819   0.023    7.229   0.033    7.036   0.027       0.38019845        -0.019731       31.63             0.8     3.936         0.012       30.55            1.72    3.88153      0.119771     -9999.0         -9999.0   -9999.0       -9999.0  
  349410292   2M07214363-6123289   5292148617826748288     4180.8066         72.941765     1.5176609        0.05895787      0.3292666808669486   0.021271181377631194    8.684   0.023    7.929   0.033    7.684   0.018      -0.43501154      0.039684996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349524737   2M07252428-6142188   5292158131177109120      4634.633          78.35486     2.3882945       0.030959785       0.824496954838948    0.01831644841777473    9.548   0.022    8.959   0.024    8.786   0.025       0.19036846    2.5998801e-05       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349642163   2M07273940-6137114   5292162361722355456      5058.243        113.946686     3.3607566       0.064202294      1.0933647927342725    0.01341231857786761   11.405   0.022   10.894   0.022   10.761   0.021      -0.17867155      0.012601998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349645160   2M07280772-6130244   5292167717544126080      4862.657           88.6008     3.6451762        0.06196145       2.041997458297002    0.02173128656545077   10.729   0.024   10.277   0.027   10.109   0.025      -0.03238455         0.093439       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349524839   2M07260146-6135020   5292172394765904640       4961.27          93.09352     2.8833714        0.07104923      0.9270707595256871   0.030072852610836885   10.119   0.024    9.572   0.027    9.465   0.021      -0.42245156         0.028187       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349679294   2M07291909-6122340   5292192082896068480     4768.5186          87.46866     2.9695177         0.0566481      0.7737838308323605     0.0198318677750692   11.008   0.023   10.428   0.027   10.277   0.026       0.16615845    -0.0043209996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349679423   2M07292037-6114483   5292206891943113728     4690.6045          80.81374     2.3595552       0.033423647      0.9811036608122314   0.021471053990592417    8.711   0.023    8.092   0.026    7.939   0.024       0.07203645    -0.0011229999       29.98            0.69     3.414         0.009       29.62           1.075    3.40237       0.18162       30.36            1.57      2.74          0.02  
  349679580   2M07294731-6104380   5292217745324034944     4897.1436         103.99436     2.3998318       0.046002816      0.4791104064592156   0.024892522697396776   10.616   0.025   10.057   0.025    9.916   0.023      -0.37594154         0.060296       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349518322   2M07242479-6131498   5292222285105968256     4884.5522          92.60046     2.4383256        0.04324676      0.4364693159405764    0.02059713298303495   10.665   0.021   10.157   0.024    9.994   0.021      -0.19720155         0.049355       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349483265   2M07240493-6124541   5292226958030367232        4632.6         95.489174      1.700891        0.09259169     0.25510594956720906   0.023170328271457014   10.293   0.022    9.772   0.022    9.659   0.023       -1.7354616         0.076619       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349570755   2M07264989-6113105   5292234276654818176     4847.7676          98.23937     2.9040103       0.062025834      0.7027872386235668   0.021799564869222323   10.997   0.024   10.405   0.021   10.298   0.021      -0.16378155         0.027661       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349642615   2M07271708-6104262   5292238532965913344      3992.685          67.73212     1.3718989       0.053870983     0.32304347058621663   0.022117565689744944    9.592   0.024    8.791   0.036    8.541   0.021      -0.25906155         0.219099       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349483326   2M07234076-6120410   5292239842932246144     4071.8003          71.24239      1.345503       0.058807194     0.20304332412734624   0.021635961123134755   10.314   0.021    9.535   0.022    9.366   0.021       -0.5190715         0.227589       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349518053   2M07243679-6112053   5292243171530586752      4996.046          92.74938     2.5304625       0.048748795      0.5373049678149144    0.02034666409462758   10.297   0.024    9.765   0.026    9.606   0.021      -0.27241156      0.039488003       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349483504   2M07240452-6108012   5292247436434416000      4868.843          97.67047     2.6221871        0.06943902      0.5469781476438081   0.022355091775336115   10.147   0.023    9.594   0.023    9.487   0.021       -0.5099816       0.21283899       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349642692   2M07280193-6059421   5292262692158072704     4650.6265           84.9797      2.467534       0.061083127     0.44485113527985787    0.02686619110009722   10.829   0.024   10.208   0.023    10.07   0.023      -0.20030154         0.038373       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349644659   2M07283134-6055341   5292264440209439872      4806.825        100.134705     2.4670494        0.06756966     0.36847823580389344   0.021309415888123514   11.006   0.027   10.436   0.027   10.299   0.025      -0.52108157         0.071279       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349570446   2M07270509-6053201   5292276401693637120     4935.1216         101.87294     3.3800457       0.059382513      0.8767777341615332   0.019351782943884684   11.122   0.022   10.658   0.026   10.498   0.023      0.050691452      0.056512997       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349642874   2M07272124-6048128   5292280249984330752      4169.169         71.090805     1.4889767        0.05553487      0.4098585207515323    0.02203763735231943    8.681   0.021    7.876   0.049    7.633   0.021      -0.22126155          0.05394       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349642874   2M07272124-6048128   5292280249984330752      4179.798          71.23346     1.5689262       0.055506818      0.4098585207515323    0.02203763735231943    8.681   0.021    7.876   0.049    7.633   0.021      -0.21024154         0.059923       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349570369   2M07265071-6048254   5292280731020661760     4982.1143          90.50434      2.579549        0.04678599      0.5708219977824059    0.02336464949185053    9.599   0.022    9.108   0.024    8.966   0.023      -0.07883855      0.014605999       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349768398   2M07320859-6025548   5292664872895941632     4671.0024          87.90464     2.8625567       0.052098684       1.439364386872626   0.020475173075981234    9.574   0.024    8.984   0.022    8.813   0.021       0.32173845    -0.0038780011       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349308923   2M07183126-6130176   5292871267547400448       5106.38         104.75449     3.2465198        0.06906687      0.8490030131000895   0.020063375288552877   11.076   0.024   10.601   0.023   10.488   0.023      -0.27499154         0.036904       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349308867   2M07184438-6125129   5292872813735623296     4013.6152           71.4039     1.0682412        0.06100916     0.23559606965928168    0.02141486133035142     9.62   0.024    8.785   0.051     8.57   0.021      -0.70656157         0.196089       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349306473   2M07180936-6126533   5292884088027037056      4621.796          83.23818      2.101031        0.06538872      0.2169447469888114    0.02118118624172095    10.62   0.023   10.027   0.022    9.879   0.021      -0.44186154         0.062118       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349306579   2M07180234-6117414   5292888967109664128     4964.1406          96.69543      2.396964        0.04861314      0.3805074106302712   0.018648843891506662    10.88   0.021   10.382   0.021   10.241   0.019      -0.44204155      0.055796996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349371862   2M07195259-6119018   5292896934271953408      4239.759         74.382256     1.5903106       0.060080603     0.23028847000557978    0.02363952901924807   10.513   0.022    9.744   0.022    9.596   0.019      -0.45494154         0.050457       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349308652   2M07191698-6109205   5292914427675810048     4618.3174          86.05717     2.0537288       0.063577145     0.33149009180551625   0.020369862329202813   10.715   0.026   10.119   0.023    9.987   0.024      -0.38737154         0.069429       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349372092   2M07201326-6100522   5292917000359147136     4113.3364          70.27644     1.3661885        0.05554084     0.35718548783701015   0.020179764101916145    9.005   0.021    8.248   0.049    8.063   0.031      -0.26962155      0.058468997       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349373946   2M07205450-6102194   5292921608861165056     4639.3813         101.96479     2.5357678       0.055562906     0.35621773545422786   0.012792433016696693   11.427   0.023   10.837   0.022   10.676   0.021      -0.09026555        -0.011247       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349271847   2M07171982-6116122   5292935593274599680      4238.593           85.7426     1.3603213         0.0631386     0.06991081405656546    0.01117069431335402   11.362   0.026    10.61   0.022    10.46   0.021      -0.77152157      0.108468994       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349271813   2M07171713-6114064   5292936520987524352     4970.8174        103.364525     3.0403883        0.06617827      0.7620588072599149   0.018612775598739174   11.156   0.027   10.619   0.022   10.542   0.021      -0.28395155         0.049195       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349269893   2M07155057-6108185   5292947481743980032     4882.3687         109.30539     3.5571918        0.05581891      0.9596131858004989    0.02271729066465319   11.832   0.024   11.327   0.026   11.185   0.021      0.118538454     0.0036699995       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349483490   2M07232146-6109059   5292996341291985792      4220.388          85.74877     1.6442548       0.058918934     0.09936924511559735   0.014792735891003486   11.536   0.024   10.781   0.022   10.639   0.026      -0.56089157         0.205179       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349483513   2M07233703-6106490   5292996856687984768      4118.467          71.44201     1.4586174       0.057779297     0.38629285386876855   0.021243345138761652    9.176    0.02    8.414   0.046    8.186   0.038      -0.41302153         0.175779       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349483701   2M07235801-6051231   5293004793787514112      5074.488         123.27696      2.918263       0.054360993      0.3296605934264727     0.0195939042186024   11.273   0.024   10.769   0.024   10.625   0.023       0.12365845     0.0078409985       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  349517812   2M07245515-6053270   5293006511774447488      4184.124         69.783165       1.57287           0.05253      0.6096589123712657    0.01845989998030089    8.694    0.02    7.965   0.029    7.725   0.027       -0.0003252       0.10768899        6.49            0.23     1.135         0.006        5.97            0.62    1.13449      0.125831        6.97            0.62      1.16           0.5  
